id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,sorted_prices
c03739ddb00be21349eda6e2282eaa1a,1,3,103.6,3,3,3,1939,53.42850982,14.53829114,1.61,56,0.099,0.705,0.083,0.214,0.131,0.359,0.163,0,0,1,0,1,0,0,1,"[799000, 799000, 799000, 799000, 799000, 799000, 799000]"
dbd54f4d27a44b802de090e27a0e3b4f,1,3,100.5,3,3,4,1930,53.431159,14.536018,1.86,46,0.054,0.567,0.269,0.259,0.194,0.497,0.182,0,0,0,0,1,0,0,1,"[590000, 590000, 590000, 590000, 590000, 590000, 590000]"
d96ca644f596e4b9de45302ad67e4200,1,2,70.0,2,3,4,2003,53.4307,14.4844,5.14,1,1.015,0.926,0.536,0.818,0.994,3.175,0.207,0,0,1,1,1,0,0,0,"[370000, 370000, 370000, 370000, 370000, 370000, 370000]"
41efcb82af6a97f702020ae2e62c69ae,2,2,92.0,5,3,3,2022,54.5490221,18.5321914,3.15,0,2.828,2.933,2.851,2.915,2.043,2.963,2.215,0,0,1,1,0,1,0,0,"[1075000, 1075000, 1075000, 1075000, 1075000, 1075000, 1075000]"
0b761e5a60709da4c695bc86e3dd369e,3,1,75.0,3,2,4,2022,50.06841337,19.8952518,3.41,6,0.533,0.42,0.73,0.499,0.264,0.499,0.42,0,0,1,1,0,1,0,1,"[1460000, 1460000, 1460000, 1460000, 1460000, 1460000, 1460000]"
8d38bd2a7d249981b7b32ae1026c0c84,3,1,60.83,3,2,2,2003,50.01689695,19.92591841,4.36,10,0.261,0.276,0.236,0.064,0.482,2.578,0.221,0,0,0,1,1,0,0,1,"[960000, 960000, 960000, 960000, 960000, 960000, 960000]"
c871bba481968ff830ff35172ecd6948,3,1,59.0,3,1,1,2005,50.0128786,19.9102403,5.13,3,0.797,0.665,0.713,0.416,0.735,3.493,0.652,0,0,1,1,0,0,0,0,"[820000, 820000, 820000, 820000, 820000, 820000, 820000]"
83b8966fd5e2a1d328b5d002833c28bf,3,1,69.0,3,12,13,2009,50.0723622,19.898639,3.42,16,0.196,0.316,0.513,0.118,0.312,0.282,0.297,0,0,1,1,0,1,0,0,"[1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000]"
0cf00d1553b0d51dd2a2b7dc73a1356b,3,2,69.8,4,3,10,1985,50.0192,20.0031,6.12,6,0.326,0.767,0.387,0.163,0.62,2.021,0.382,1,1,1,0,1,1,0,1,"[960000, 960000, 960000, 999000, 999000, 999000, 999000]"
a88fd72c2675d53d1071ac88af26e339,3,1,75.0,3,6,7,2017,50.0933864,20.0064311,6.44,16,0.271,0.979,0.336,0.17,0.285,0.272,0.155,0,0,1,1,1,1,0,0,"[1099999, 1099999, 1099999, 1099999, 1099999, 1099999, 1099999]"
86730d03d2cf793a127448f411d66016,3,2,58.32,3,3,10,1978,50.0131019,19.9686878,5.17,13,0.453,0.261,0.267,0.441,0.229,1.067,0.226,0,1,0,1,1,1,0,1,"[499000, 499000, 599000, 630000, 699000, 699000, 699000]"
cd9aabcaafd663968d56f932abdd18e8,3,1,45.0,3,1,5,2022,50.0454919,19.99658625,4.29,6,0.342,0.9,0.255,0.418,0.527,1.1,0.615,0,0,1,1,1,1,0,0,"[670500, 670500, 760500, 760500, 760500, 715500, 715500]"
be1dcecca11916adf725a4e700bc9545,3,2,89.8,4,4,5,1965,50.0723221,19.9375247,1.89,29,0.309,0.26,0.252,0.41,0.162,0.32,0.246,0,0,1,0,0,0,0,1,"[1400000, 1400000, 1400000, 1400000, 1400000, 1400000, 1400000]"
afb09688a60cac2ba17799f3d18fb3ce,3,3,80.0,3,2,2,1906,50.067786,19.95115,1.66,34,0.134,0.282,0.373,0.784,0.065,0.841,0.19,0,0,0,0,0,0,0,1,"[1470000, 1470000, 1470000, 1470000, 1470000, 1470000, 1470000]"
383f97c93b6406139658cb35305e89d6,3,1,45.0,3,1,5,2022,50.0453845,19.9921031,3.99,2,0.047,0.676,0.575,0.44,0.607,1.299,0.745,0,0,1,1,1,1,0,0,"[670500, 670500, 670500, 670500, 760500, 760500, 760500]"
42f90670b6f0ebd72b45268c1db76695,3,1,42.75,2,1,7,2021,50.0487044,19.9681022,2.24,19,0.496,0.351,0.694,0.255,0.138,1.198,0.477,0,0,1,1,1,1,0,0,"[1000000, 1000000, 1000000, 1000000, 1000000, 1000000, 1000000]"
6f67218757bfba03cf29aa5c48d6e2c8,3,3,64.0,2,1,2,1930,50.0667821,19.9494728,1.5,43,0.268,0.184,0.279,0.862,0.057,0.848,0.186,0,0,0,1,1,0,0,1,"[1050000, 1050000, 1050000, 1050000, 1050000, 1050000, 1050000]"
3ce59077604ccd1e43d4c829cf435fce,3,3,46.0,2,4,4,1920,50.06650925,19.95697409,1.82,30,0.295,0.339,0.031,0.605,0.038,0.407,0.43,0,0,1,0,1,0,0,0,"[1049000, 950000, 950000, 950000, 995000, 899000, 899000]"
a0dcebf008c2a8f2fe4b91b66a5ff929,3,1,49.1,2,5,5,2020,50.051,19.945,0.67,151,0.161,0.463,0.328,0.373,0.011,0.535,0.154,0,0,1,0,1,1,0,0,"[981951, 981951, 981951, 981951, 1104700, 1104700, 1104700]"
463f21e197c426df1ce25a06b3d4a828,3,1,68.0,2,4,5,2008,50.0469169,19.9507266,1.28,53,0.128,0.611,0.256,0.701,0.059,0.859,0.196,0,0,1,1,0,1,0,0,"[1400000, 1400000, 1500000, 1500000, 1500000, 1500000, 1500000]"
38d76b9490fca64043994394bfe12b47,3,1,50.95,2,2,7,2020,50.05007789,19.95874643,1.56,21,0.259,0.32,0.632,0.389,0.1,0.632,0.331,0,0,1,1,1,1,0,0,"[915000, 915000, 915000, 915000, 915000, 915000, 1049000]"
f1be2f93d8945436cad99d892d54f25d,3,3,36.7,2,3,4,1915,50.0635065,19.9328658,1.0,177,0.122,0.159,0.212,0.266,0.026,0.212,0.073,0,0,0,0,1,0,0,0,"[810000, 810000, 810000, 810000, 810000, 810000, 810000]"
b64f55e85476ea114de910b4152066ee,3,3,94.2,4,3,4,1915,50.0635065,19.9328658,1.0,177,0.122,0.159,0.212,0.266,0.026,0.212,0.073,0,0,0,0,1,0,0,0,"[1507200, 1507200, 1507200, 1507200, 1507200, 1507200, 1507200]"
13b6b2b7d58f14976b90152aec295845,3,1,34.59,2,4,5,2022,50.0449412,19.957298,1.77,28,0.21,0.563,0.257,0.554,0.018,1.146,0.053,0,0,1,0,0,1,0,0,"[847455, 847455, 847455, 847455, 847455, 847455, 847455]"
9c074746aa9edaff044f5519efb2b96c,3,1,32.98,1,2,5,2021,50.0722996,19.9556123,2.25,12,0.511,0.375,0.307,0.365,0.197,0.961,0.097,0,0,1,1,1,1,0,0,"[659270, 742050, 742050, 742050, 808010, 808010, 808010]"
76327535076e37861a06abd7a13abe03,3,3,94.2,4,5,5,1936,50.0577001,19.9263671,0.9,24,0.237,0.177,0.178,0.79,0.142,0.72,0.157,0,0,1,0,0,1,0,1,"[1600000, 1600000, 1600000, 1600000, 1600000, 1600000, 1600000]"
1910d7672dd1b828963d11f6eda546e1,3,1,78.0,3,4,4,2009,50.08409,19.90352,4.06,12,0.102,0.989,0.06,0.207,0.3,1.393,0.428,0,0,1,1,1,1,0,0,"[950000, 950000, 1200000, 1200000, 1200000, 1200000, 1200000]"
b0d91ba23114238521073a9913ba56f1,3,2,49.15,2,5,5,2020,50.0472809,19.9407235,0.91,54,0.183,0.088,0.505,0.075,0.113,0.169,0.063,0,0,1,1,1,1,0,0,"[982951, 1104701, 1104701, 1104701, 1104701, 1104701, 1104701]"
e4824b79a9933ecfd809824cc217019b,3,1,33.8,1,2,5,2020,50.0692621,19.95353222,1.89,26,0.189,0.345,0.391,0.556,0.217,0.786,0.362,0,0,1,1,1,1,0,0,"[760500, 760500, 760500, 760500, 828100, 828100, 828100]"
27880f59088b9beb345007c1a0c6a27e,4,1,70.92,4,2,4,2008,52.39442637,16.98454857,3.64,9,0.495,0.97,0.399,0.387,0.196,2.327,0.195,0,0,1,0,1,0,0,0,"[809000, 809000, 795000, 795000, 795000, 795000, 795000]"
4f467144830224a780b1297d49dd544b,4,1,61.99,3,1,13,2014,52.3600021,16.9075143,5.66,3,0.625,1.116,0.593,0.312,0.681,1.021,0.232,0,0,1,1,0,1,0,1,"[669000, 669000, 669000, 669000, 669000, 669000, 669000]"
88a6ae1b7b19b75ed3e77cdf553f433f,4,3,98.9,5,1,4,1920,52.4029998,16.903429,2.25,23,0.116,0.573,0.339,0.779,0.139,1.1,0.326,0,0,0,0,1,0,0,1,"[839000, 849000, 849000, 849000, 849000, 849000, 849000]"
52fac27add352bf7710fae0057af799e,5,2,54.21,3,2,4,1969,53.14077246,23.13122463,1.25,20,0.165,0.398,0.168,0.298,0.465,0.985,0.16,0,0,0,0,1,0,0,1,"[345000, 345000, 345000, 345000, 345000, 345000, 345000]"
428fbb8fe6bf806af475fd2d3ae74428,5,3,44.75,2,2,3,1956,53.12349577,23.1717968,2.08,28,0.121,0.197,0.195,0.205,0.108,0.765,0.067,0,0,1,0,0,0,0,0,"[525000, 499000, 499000, 499000, 499000, 499000, 499000]"
cc110601dfdb8f6cac5d58e6e76af272,5,1,49.63,2,7,7,2012,53.1463616,23.1329616,1.66,16,0.233,0.45,0.583,0.231,0.176,1.465,0.157,0,0,1,0,1,1,0,1,"[486000, 486000, 486000, 486000, 486000, 486000, 486000]"
3a8e9818df90a252ba4b144f5a56cbb9,5,2,54.1,3,2,3,1972,53.1405149,23.1618405,1.36,20,0.183,0.454,0.25,0.073,0.241,0.43,0.376,0,0,0,0,1,0,0,1,"[459000, 459000, 459000, 459000, 459000, 459000, 459000]"
ba8e6e8eb23e05b83572debe6b5d039c,5,2,57.86,3,3,4,1974,53.14311623,23.17746034,2.41,19,0.096,0.367,0.073,0.193,0.17,0.536,0.087,0,1,0,0,1,0,0,1,"[420000, 420000, 420000, 420000, 420000, 420000, 420000]"
7617139b9a946de107956451f567baa3,5,2,32.1,2,3,4,1977,53.14137518,23.17242883,2.02,28,0.245,0.446,0.44,0.288,0.091,0.172,0.112,1,1,0,0,0,0,0,1,"[310000, 310000, 310000, 310000, 310000, 310000, 310000]"
f388db685881a355c3d97a8f9ae0d26f,6,1,43.19,2,2,4,2021,54.3782,18.5964,4.94,19,0.128,0.24,0.178,0.277,0.138,0.694,0.339,0,0,1,0,0,1,0,0,"[998000, 998000, 998000, 998000, 998000, 998000, 998000]"
bcdc239df1beb75e74bca7bf0808e491,6,1,75.83,4,4,6,2022,54.3504199,18.6620515,0.51,76,0.521,1.026,0.429,0.4,0.114,0.923,0.304,0,0,1,1,1,1,0,0,"[1490000, 1430000, 1430000, 1430000, 1430000, 1430000, 1430000]"
15a99d094bc0b0eb4847555fa9de27ca,6,2,62.0,3,4,6,1960,54.34629045,18.65121218,0.4,79,0.186,0.507,0.311,0.224,0.182,1.019,0.145,0,1,1,1,1,1,0,1,"[829000, 829000, 829000, 829000, 829000, 829000, 822000]"
d8b8ff2a5f2d063e4bd2939806d2b82e,6,1,55.91,2,7,13,2019,54.4031162,18.62433335,6.29,3,0.201,1.498,0.179,0.264,0.725,2.917,0.739,0,0,1,1,1,1,0,0,"[1050000, 1050000, 1050000, 1050000, 995000, 995000, 1015000]"
82c3d59d39699ef004dbc0089623fdb5,6,3,79.1,4,4,4,1902,54.4315512,18.5654062,10.8,4,0.153,1.379,0.929,1.117,0.248,0.299,0.248,0,0,1,0,1,0,0,0,"[1197800, 1197800, 1197800, 1088000, 1088000, 1088000, 999000]"
adbf3510bd187c96575f4ba2145d54dc,6,2,42.0,2,4,5,2022,54.3121716,18.5876412,5.99,2,0.482,2.462,0.588,0.769,0.328,1.221,0.638,0,0,1,1,1,1,0,0,"[490000, 564000, 595000, 595000, 595000, 595000, 595000]"
af203a83f8301044d4964d08430650be,7,3,73.0,5,1,1,1940,51.156714,17.0974348,6.96,0,1.175,2.424,1.689,1.258,1.57,2.127,1.573,0,0,1,0,0,0,0,0,"[660000, 660000, 640000, 640000, 640000, 640000, 699000]"
85e4a63c6dd37bfdd7a93d0bdb5c40ce,7,1,49.0,2,4,5,2021,51.156974,17.0368205,5.17,2,1.326,1.152,0.866,0.04,0.661,3.049,0.542,0,0,1,0,1,1,0,0,"[655000, 655000, 655000, 655000, 655000, 655000, 655000]"
0d7046648f418d3a0b57a264f82e1157,7,1,48.8,2,1,4,2021,51.077222,16.963333,5.95,11,0.203,0.743,0.053,0.097,0.076,3.369,0.105,0,0,1,1,0,1,0,1,"[740000, 660000, 660000, 660000, 660000, 660000, 660000]"
d8da17bef5f6d2763aa2b265afdb5ebf,7,1,68.57,3,3,4,2022,51.0538,17.0607,6.69,3,1.527,2.57,0.583,0.257,0.49,3.073,0.238,0,0,1,1,1,1,0,1,"[959000, 959000, 959000, 959000, 959000, 959000, 959000]"
5abb0a57c6355b489a1d2161d970ac3f,7,3,52.7,2,4,5,1900,51.1106992,17.0323662,0.18,148,0.312,0.33,0.191,0.292,0.012,0.301,0.074,0,0,0,0,0,0,0,0,"[749000, 749000, 749000, 729000, 729000, 729000, 729000]"
39d0876c0d729aaf87e71e7331a79bca,7,1,48.42,2,4,6,2020,51.1049417,17.0118099,1.41,6,0.089,0.813,0.325,0.276,0.331,0.562,0.548,0,0,1,1,1,1,0,1,"[869000, 869000, 869000, 869000, 869000, 869000, 869000]"
b9c0c429979b4cb4ad1d26f5a1a49154,7,3,73.5,3,4,5,1930,51.1273743988836,17.0295322545113,1.85,11,0.374,0.352,0.316,0.362,0.638,1.067,0.289,0,0,0,0,0,0,0,1,"[629000, 629000, 629000, 629000, 629000, 629000, 629000]"
62c39a9e6ab742bcca05e9943f8d5e34,7,1,43.26,2,6,6,2020,51.09728125,17.02264114,1.57,36,0.125,0.959,0.196,0.101,0.154,0.552,0.286,0,0,1,1,1,1,0,0,"[757000, 757000, 757000, 757000, 757000, 757000, 720000]"
f28bc84f44f6ef59e360ca4288eafd6a,7,3,72.0,3,1,2,1925,51.1099079,17.1018384,5.03,8,0.447,2.273,0.378,0.46,0.158,1.959,0.129,0,0,0,1,0,0,0,1,"[850000, 850000, 850000, 850000, 850000, 850000, 850000]"
50c65ee79154c230c81e1dd48bfa4701,7,1,82.6,3,3,3,2013,51.12595,16.96019,5.15,7,0.757,1.753,0.61,0.2,0.113,1.466,0.357,0,0,1,1,1,1,0,1,"[980000, 980000, 970000, 970000, 970000, 970000, 970000]"
4ff64949b0cd09c9e5b5fb323a726efd,7,3,71.93,3,2,3,1930,51.1095917,17.1084246,5.49,3,0.406,2.733,0.829,0.259,0.542,2.411,0.584,0,0,0,1,0,0,0,1,"[875000, 875000, 875000, 875000, 875000, 875000, 875000]"
42366e68912e5399ee07fcb1b0b314d1,7,3,86.47,4,2,6,1920,51.1053122,17.0279721,0.61,72,0.209,0.329,0.415,0.154,0.171,0.178,0.159,0,0,0,1,0,0,0,0,"[849000, 849000, 849000, 849000, 849000, 849000, 849000]"
83d7206519e386ca9bd91dcfec9fb445,7,2,60.0,3,1,4,1960,51.09360431,16.9896698,3.39,12,0.163,1.883,0.554,0.057,0.313,1.71,0.169,0,0,1,0,0,0,0,1,"[679000, 679000, 679000, 679000, 679000, 679000, 750000]"
0baa38a5464896ec318747d94c798a40,8,3,27.28,1,1,2,1910,51.4059716,21.138198,0.44,10,0.12,0.227,0.458,0.475,0.37,0.517,0.273,0,0,1,0,0,0,0,0,"[220000, 220000, 220000, 220000, 220000, 218000, 218000]"
522c138aa8fe08bc09bd3b2c9cf8e554,8,2,65.0,3,1,4,1994,51.408009,21.1764219,2.43,18,0.256,0.357,0.347,0.226,0.156,0.111,0.164,0,1,0,0,1,0,0,1,"[399000, 399000, 399000, 399000, 399000, 399000, 399000]"
90005f9f5c949de311c633ecf4671d8e,8,2,69.49,3,4,4,2009,51.405269,21.1449937,0.31,27,0.142,0.268,0.319,0.611,0.263,0.586,0.236,0,0,1,1,1,1,0,0,"[629000, 629000, 629000, 629000, 629000, 629000, 629000]"
68e0e82c40f9769142548cd8cd267ee2,8,2,59.9,3,4,4,1979,51.3806088,21.15541044,2.64,16,0.113,0.463,0.149,0.06,0.204,1.551,0.227,0,1,0,0,1,0,0,1,"[345000, 330000, 299000, 280000, 280000, 285000, 285000]"
